2026-04-20T07:37:21.889660Z [info     ] setup plugin alembic.autogenerate.schemas [alembic.runtime.plugins] loc=plugins.py:37
2026-04-20T07:37:21.889891Z [info     ] setup plugin alembic.autogenerate.tables [alembic.runtime.plugins] loc=plugins.py:37
2026-04-20T07:37:21.890008Z [info     ] setup plugin alembic.autogenerate.types [alembic.runtime.plugins] loc=plugins.py:37
2026-04-20T07:37:21.890107Z [info     ] setup plugin alembic.autogenerate.constraints [alembic.runtime.plugins] loc=plugins.py:37
2026-04-20T07:37:21.890215Z [info     ] setup plugin alembic.autogenerate.defaults [alembic.runtime.plugins] loc=plugins.py:37
2026-04-20T07:37:21.890312Z [info     ] setup plugin alembic.autogenerate.comments [alembic.runtime.plugins] loc=plugins.py:37
standalone | Starting Airflow Standalone
api-server | 2026-04-20T07:40:05.088946Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=32701 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
api-server | 2026-04-20T07:40:05.270897Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=103514 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:40:05.395044Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=142297 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:40:05.435809Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=107106 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:40:05.503395Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=15467 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns query='limit=1&state=running&state=queued' status_code=200
api-server | 2026-04-20T07:40:05.607613Z [info     ] request finished               [http.access] client_addr=127.0.0.1:42934 duration_us=5819 loc=http_access_log.py:98 method=PUT path=/execution/task-instances/019da9d3-6759-7f54-887c-e3b8f5a35dac/heartbeat query= status_code=204
api-server | 2026-04-20T07:40:05.818214Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=5843 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
dag-processor | 2026-04-20T07:40:06.443677Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:648
api-server | 2026-04-20T07:40:07.826761Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=7717 loc=http_access_log.py:98 method=GET path=/ui/grid/structure/biomonitor_pipeline query='include_upstream=false&include_downstream=false&limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:40:07.864409Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=12058 loc=http_access_log.py:98 method=GET path=/ui/grid/runs/biomonitor_pipeline query='limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:40:08.133075Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=3743 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
api-server | 2026-04-20T07:40:08.323145Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=7269 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:40:08.443752Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=10209 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:40:08.482346Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=8933 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:40:08.565703Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=24123 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns query='limit=1&state=running&state=queued' status_code=200
api-server | 2026-04-20T07:40:08.816047Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=5821 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
api-server | 2026-04-20T07:40:10.622274Z [info     ] request finished               [http.access] client_addr=127.0.0.1:42946 duration_us=10059 loc=http_access_log.py:98 method=PUT path=/execution/task-instances/019da9d3-6759-7f54-887c-e3b8f5a35dac/heartbeat query= status_code=204
api-server | 2026-04-20T07:40:10.871945Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=7901 loc=http_access_log.py:98 method=GET path=/ui/grid/structure/biomonitor_pipeline query='include_upstream=false&include_downstream=false&limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:40:10.915528Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=9128 loc=http_access_log.py:98 method=GET path=/ui/grid/runs/biomonitor_pipeline query='limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:40:11.173149Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=3674 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
api-server | 2026-04-20T07:40:11.367770Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=6953 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
dag-processor | 2026-04-20T07:40:11.461428Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:648
api-server | 2026-04-20T07:40:11.489145Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=9170 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:40:11.532184Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=11065 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:40:11.615253Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=12207 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns query='limit=1&state=running&state=queued' status_code=200
api-server | 2026-04-20T07:40:11.825033Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=10817 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
api-server | 2026-04-20T07:40:13.921476Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=7856 loc=http_access_log.py:98 method=GET path=/ui/grid/structure/biomonitor_pipeline query='include_upstream=false&include_downstream=false&limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:40:13.973007Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=15025 loc=http_access_log.py:98 method=GET path=/ui/grid/runs/biomonitor_pipeline query='limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:40:14.214582Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=3737 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
api-server | 2026-04-20T07:40:14.412715Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=6837 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:40:14.550839Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=22040 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:40:14.580053Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=8629 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:40:14.710232Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=45812 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns query='limit=1&state=running&state=queued' status_code=200
api-server | 2026-04-20T07:40:14.834454Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=13957 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
api-server | 2026-04-20T07:40:15.639030Z [info     ] request finished               [http.access] client_addr=127.0.0.1:56234 duration_us=8527 loc=http_access_log.py:98 method=PUT path=/execution/task-instances/019da9d3-6759-7f54-887c-e3b8f5a35dac/heartbeat query= status_code=204
dag-processor | 2026-04-20T07:40:16.483793Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:648
api-server | 2026-04-20T07:40:16.984533Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=10543 loc=http_access_log.py:98 method=GET path=/ui/grid/structure/biomonitor_pipeline query='include_upstream=false&include_downstream=false&limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:40:17.017581Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=9285 loc=http_access_log.py:98 method=GET path=/ui/grid/runs/biomonitor_pipeline query='limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:40:17.257854Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=4124 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
api-server | 2026-04-20T07:40:17.458172Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=8264 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:40:17.597582Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=9011 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:40:17.627577Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=11017 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:40:17.764965Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=14842 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns query='limit=1&state=running&state=queued' status_code=200
api-server | 2026-04-20T07:40:17.818953Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=5825 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
api-server | 2026-04-20T07:40:20.029442Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=7699 loc=http_access_log.py:98 method=GET path=/ui/grid/structure/biomonitor_pipeline query='include_upstream=false&include_downstream=false&limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:40:20.064951Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=11790 loc=http_access_log.py:98 method=GET path=/ui/grid/runs/biomonitor_pipeline query='limit=10&order_by=-run_after' status_code=200
api-server | 2026-04-20T07:40:20.328330Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=26317 loc=http_access_log.py:98 method=GET path=/ui/dags/biomonitor_pipeline/latest_run query= status_code=200
api-server | 2026-04-20T07:40:20.513471Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=17509 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/details query= status_code=200
api-server | 2026-04-20T07:40:20.653849Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=19111 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query='state=deferred&response_received=false' status_code=200
api-server | 2026-04-20T07:40:20.662468Z [info     ] request finished               [http.access] client_addr=127.0.0.1:56248 duration_us=15475 loc=http_access_log.py:98 method=PUT path=/execution/task-instances/019da9d3-6759-7f54-887c-e3b8f5a35dac/heartbeat query= status_code=204
api-server | 2026-04-20T07:40:20.679191Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49708 duration_us=11994 loc=http_access_log.py:98 method=GET path=/api/v2/dags/biomonitor_pipeline/dagRuns/~/hitlDetails query= status_code=200
api-server | 2026-04-20T07:40:20.820685Z [info     ] request finished               [http.access] client_addr=127.0.0.1:49718 duration_us=9264 loc=http_access_log.py:98 method=GET path=/ui/grid/ti_summaries/biomonitor_pipeline query='run_ids=manual__2026-04-20T07%3A38%3A16.986113%2B00%3A00' status_code=200
